order_id,datetime,hour,day,day_name,month,month_name,year,pizza_name,category,size,price,quantity,revenue
17,01-01-2015 13:53,13,1,Thursday,1,January,2015,The Spinach and Feta Pizza,Veggie,L,20.25,1,20.25
18,01-01-2015 13:57,13,1,Thursday,1,January,2015,The Napolitana Pizza,Classic,L,20.5,1,20.5
19,01-01-2015 13:59,13,1,Thursday,1,January,2015,The Italian Capocollo Pizza,Classic,L,20.5,1,20.5
19,01-01-2015 13:59,13,1,Thursday,1,January,2015,The Sicilian Pizza,Supreme,L,20.25,1,20.25
20,01-01-2015 14:03,14,1,Thursday,1,January,2015,The Big Meat Pizza,Classic,S,12,1,12
20,01-01-2015 14:03,14,1,Thursday,1,January,2015,The Five Cheese Pizza,Veggie,L,18.5,1,18.5
21,01-01-2015 14:14,14,1,Thursday,1,January,2015,The Italian Capocollo Pizza,Classic,L,20.5,1,20.5
22,01-01-2015 14:16,14,1,Thursday,1,January,2015,The Five Cheese Pizza,Veggie,L,18.5,1,18.5
22,01-01-2015 14:16,14,1,Thursday,1,January,2015,The Italian Capocollo Pizza,Classic,M,16,1,16
22,01-01-2015 14:16,14,1,Thursday,1,January,2015,The Southwest Chicken Pizza,Chicken,L,20.75,1,20.75
23,01-01-2015 14:19,14,1,Thursday,1,January,2015,The Southwest Chicken Pizza,Chicken,S,12.75,1,12.75
24,01-01-2015 14:23,14,1,Thursday,1,January,2015,The Barbecue Chicken Pizza,Chicken,M,16.75,1,16.75
24,01-01-2015 14:23,14,1,Thursday,1,January,2015,The Italian Capocollo Pizza,Classic,M,16,1,16
24,01-01-2015 14:23,14,1,Thursday,1,January,2015,The Pepperoni Pizza,Classic,M,12.5,1,12.5
24,01-01-2015 14:23,14,1,Thursday,1,January,2015,The Prosciutto and Arugula Pizza,Supreme,S,12.5,1,12.5
25,01-01-2015 14:44,14,1,Thursday,1,January,2015,The Sicilian Pizza,Supreme,M,16.25,1,16.25
25,01-01-2015 14:44,14,1,Thursday,1,January,2015,The Thai Chicken Pizza,Chicken,L,20.75,1,20.75
26,01-01-2015 14:54,14,1,Thursday,1,January,2015,The Classic Deluxe Pizza,Classic,S,12,1,12
26,01-01-2015 14:54,14,1,Thursday,1,January,2015,The Vegetables + Vegetables Pizza,Veggie,L,20.25,1,20.25
27,01-01-2015 15:11,15,1,Thursday,1,January,2015,The Barbecue Chicken Pizza,Chicken,L,20.75,1,20.75
27,01-01-2015 15:11,15,1,Thursday,1,January,2015,The Classic Deluxe Pizza,Classic,M,16,1,16
27,01-01-2015 15:11,15,1,Thursday,1,January,2015,The Spinach and Feta Pizza,Veggie,L,20.25,1,20.25
28,01-01-2015 15:35,15,1,Thursday,1,January,2015,The Chicken Alfredo Pizza,Chicken,S,12.75,1,12.75
29,01-01-2015 15:41,15,1,Thursday,1,January,2015,The Green Garden Pizza,Veggie,S,12,1,12
30,01-01-2015 15:41,15,1,Thursday,1,January,2015,The Thai Chicken Pizza,Chicken,L,20.75,1,20.75
31,01-01-2015 15:50,15,1,Thursday,1,January,2015,The Mexicana Pizza,Veggie,M,16,1,16
31,01-01-2015 15:50,15,1,Thursday,1,January,2015,The Pepperoni Pizza,Classic,S,9.75,1,9.75
32,01-01-2015 15:53,15,1,Thursday,1,January,2015,The Big Meat Pizza,Classic,S,12,1,12
32,01-01-2015 15:53,15,1,Thursday,1,January,2015,The Green Garden Pizza,Veggie,L,20.25,1,20.25
32,01-01-2015 15:53,15,1,Thursday,1,January,2015,The Italian Capocollo Pizza,Classic,L,20.5,1,20.5
32,01-01-2015 15:53,15,1,Thursday,1,January,2015,The Italian Supreme Pizza,Supreme,M,16.5,1,16.5
33,01-01-2015 15:54,15,1,Thursday,1,January,2015,The Barbecue Chicken Pizza,Chicken,L,20.75,1,20.75
33,01-01-2015 15:54,15,1,Thursday,1,January,2015,The Green Garden Pizza,Veggie,S,12,1,12
34,01-01-2015 16:21,16,1,Thursday,1,January,2015,The Greek Pizza,Classic,S,12,1,12
35,01-01-2015 16:32,16,1,Thursday,1,January,2015,The Green Garden Pizza,Veggie,M,16,1,16
35,01-01-2015 16:32,16,1,Thursday,1,January,2015,"The Pepperoni, Mushroom, and Peppers Pizza",Classic,L,17.5,1,17.5
35,01-01-2015 16:32,16,1,Thursday,1,January,2015,The Pepperoni Pizza,Classic,M,12.5,1,12.5
35,01-01-2015 16:32,16,1,Thursday,1,January,2015,The Thai Chicken Pizza,Chicken,L,20.75,1,20.75
36,01-01-2015 16:54,16,1,Thursday,1,January,2015,The Barbecue Chicken Pizza,Chicken,M,16.75,1,16.75
36,01-01-2015 16:54,16,1,Thursday,1,January,2015,The Classic Deluxe Pizza,Classic,M,16,1,16
37,01-01-2015 16:56,16,1,Thursday,1,January,2015,The Italian Supreme Pizza,Supreme,L,20.75,1,20.75
37,01-01-2015 16:56,16,1,Thursday,1,January,2015,The Mexicana Pizza,Veggie,L,20.25,1,20.25
38,01-01-2015 17:03,17,1,Thursday,1,January,2015,The Hawaiian Pizza,Classic,S,10.5,1,10.5
38,01-01-2015 17:03,17,1,Thursday,1,January,2015,The Italian Capocollo Pizza,Classic,L,20.5,1,20.5
39,01-01-2015 17:07,17,1,Thursday,1,January,2015,The Italian Supreme Pizza,Supreme,L,20.75,1,20.75
40,01-01-2015 17:14,17,1,Thursday,1,January,2015,The Four Cheese Pizza,Veggie,L,17.95,1,17.95
40,01-01-2015 17:14,17,1,Thursday,1,January,2015,The Southwest Chicken Pizza,Chicken,S,12.75,1,12.75
41,01-01-2015 17:15,17,1,Thursday,1,January,2015,The Four Cheese Pizza,Veggie,M,14.75,1,14.75
41,01-01-2015 17:15,17,1,Thursday,1,January,2015,The Green Garden Pizza,Veggie,S,12,1,12
42,01-01-2015 17:28,17,1,Thursday,1,January,2015,The Big Meat Pizza,Classic,S,12,1,12
42,01-01-2015 17:28,17,1,Thursday,1,January,2015,The Five Cheese Pizza,Veggie,L,18.5,1,18.5
42,01-01-2015 17:28,17,1,Thursday,1,January,2015,The Mexicana Pizza,Veggie,L,20.25,1,20.25
42,01-01-2015 17:28,17,1,Thursday,1,January,2015,The Pepper Salami Pizza,Supreme,M,16.5,1,16.5
43,01-01-2015 17:38,17,1,Thursday,1,January,2015,The Chicken Alfredo Pizza,Chicken,M,16.75,1,16.75
43,01-01-2015 17:38,17,1,Thursday,1,January,2015,The Italian Supreme Pizza,Supreme,M,16.5,1,16.5
43,01-01-2015 17:38,17,1,Thursday,1,January,2015,The Pepper Salami Pizza,Supreme,L,20.75,1,20.75
44,01-01-2015 17:54,17,1,Thursday,1,January,2015,The Spinach Pesto Pizza,Veggie,S,12.5,1,12.5
45,01-01-2015 17:55,17,1,Thursday,1,January,2015,The Four Cheese Pizza,Veggie,L,17.95,1,17.95
45,01-01-2015 17:55,17,1,Thursday,1,January,2015,The Hawaiian Pizza,Classic,S,10.5,1,10.5
45,01-01-2015 17:55,17,1,Thursday,1,January,2015,The Thai Chicken Pizza,Chicken,M,16.75,1,16.75
46,01-01-2015 18:25,18,1,Thursday,1,January,2015,The Chicken Pesto Pizza,Chicken,L,20.75,1,20.75
46,01-01-2015 18:25,18,1,Thursday,1,January,2015,The Classic Deluxe Pizza,Classic,L,20.5,1,20.5
46,01-01-2015 18:25,18,1,Thursday,1,January,2015,The Thai Chicken Pizza,Chicken,M,16.75,1,16.75
47,01-01-2015 18:26,18,1,Thursday,1,January,2015,The Southwest Chicken Pizza,Chicken,L,20.75,1,20.75
47,01-01-2015 18:26,18,1,Thursday,1,January,2015,The Vegetables + Vegetables Pizza,Veggie,S,12,1,12
48,01-01-2015 18:26,18,1,Thursday,1,January,2015,The Chicken Pesto Pizza,Chicken,M,16.75,1,16.75
48,01-01-2015 18:26,18,1,Thursday,1,January,2015,The Green Garden Pizza,Veggie,S,12,1,12
48,01-01-2015 18:26,18,1,Thursday,1,January,2015,The Prosciutto and Arugula Pizza,Supreme,L,20.75,1,20.75
48,01-01-2015 18:26,18,1,Thursday,1,January,2015,The Spicy Italian Pizza,Supreme,L,20.75,1,20.75
49,01-01-2015 18:33,18,1,Thursday,1,January,2015,The Sicilian Pizza,Supreme,L,20.25,1,20.25
50,01-01-2015 18:41,18,1,Thursday,1,January,2015,The Greek Pizza,Classic,XL,25.5,1,25.5
51,01-01-2015 18:48,18,1,Thursday,1,January,2015,The Barbecue Chicken Pizza,Chicken,L,20.75,1,20.75
51,01-01-2015 18:48,18,1,Thursday,1,January,2015,"The Pepperoni, Mushroom, and Peppers Pizza",Classic,L,17.5,1,17.5
52,01-01-2015 18:53,18,1,Thursday,1,January,2015,The Hawaiian Pizza,Classic,L,16.5,1,16.5
52,01-01-2015 18:53,18,1,Thursday,1,January,2015,The Mexicana Pizza,Veggie,L,20.25,1,20.25
52,01-01-2015 18:53,18,1,Thursday,1,January,2015,The Spicy Italian Pizza,Supreme,L,20.75,1,20.75
53,01-01-2015 18:54,18,1,Thursday,1,January,2015,"The Pepperoni, Mushroom, and Peppers Pizza",Classic,S,11,1,11
53,01-01-2015 18:54,18,1,Thursday,1,January,2015,The Spinach Supreme Pizza,Supreme,M,16.5,1,16.5
54,01-01-2015 19:01,19,1,Thursday,1,January,2015,The Prosciutto and Arugula Pizza,Supreme,M,16.5,1,16.5
54,01-01-2015 19:01,19,1,Thursday,1,January,2015,The Thai Chicken Pizza,Chicken,L,20.75,1,20.75
55,01-01-2015 19:03,19,1,Thursday,1,January,2015,The Pepper Salami Pizza,Supreme,S,12.5,1,12.5
55,01-01-2015 19:03,19,1,Thursday,1,January,2015,The Spicy Italian Pizza,Supreme,L,20.75,1,20.75
56,01-01-2015 19:07,19,1,Thursday,1,January,2015,The Classic Deluxe Pizza,Classic,M,16,1,16
56,01-01-2015 19:07,19,1,Thursday,1,January,2015,The Mediterranean Pizza,Veggie,L,20.25,1,20.25
56,01-01-2015 19:07,19,1,Thursday,1,January,2015,The Southwest Chicken Pizza,Chicken,M,16.75,1,16.75
57,01-01-2015 19:10,19,1,Thursday,1,January,2015,The Classic Deluxe Pizza,Classic,M,16,1,16
58,01-01-2015 19:30,19,1,Thursday,1,January,2015,The Five Cheese Pizza,Veggie,L,18.5,1,18.5
58,01-01-2015 19:30,19,1,Thursday,1,January,2015,The Pepperoni Pizza,Classic,M,12.5,1,12.5
59,01-01-2015 19:40,19,1,Thursday,1,January,2015,The Italian Vegetables Pizza,Veggie,S,12.75,1,12.75
59,01-01-2015 19:40,19,1,Thursday,1,January,2015,"The Pepperoni, Mushroom, and Peppers Pizza",Classic,S,11,1,11
59,01-01-2015 19:40,19,1,Thursday,1,January,2015,The Pepperoni Pizza,Classic,L,15.25,1,15.25
60,01-01-2015 20:05,20,1,Thursday,1,January,2015,The Chicken Pesto Pizza,Chicken,L,20.75,1,20.75
60,01-01-2015 20:05,20,1,Thursday,1,January,2015,The Four Cheese Pizza,Veggie,M,14.75,1,14.75
61,01-01-2015 20:08,20,1,Thursday,1,January,2015,The Barbecue Chicken Pizza,Chicken,M,16.75,1,16.75
61,01-01-2015 20:08,20,1,Thursday,1,January,2015,The Italian Supreme Pizza,Supreme,L,20.75,1,20.75
62,01-01-2015 20:50,20,1,Thursday,1,January,2015,The Barbecue Chicken Pizza,Chicken,M,16.75,1,16.75
62,01-01-2015 20:50,20,1,Thursday,1,January,2015,The Spinach Supreme Pizza,Supreme,M,16.5,1,16.5
63,01-01-2015 20:51,20,1,Thursday,1,January,2015,"The Pepperoni, Mushroom, and Peppers Pizza",Classic,M,14.5,1,14.5
64,01-01-2015 20:52,20,1,Thursday,1,January,2015,The Big Meat Pizza,Classic,S,12,1,12
65,01-01-2015 21:16,21,1,Thursday,1,January,2015,"The Pepperoni, Mushroom, and Peppers Pizza",Classic,S,11,1,11
65,01-01-2015 21:16,21,1,Thursday,1,January,2015,The Sicilian Pizza,Supreme,S,12.25,1,12.25
65,01-01-2015 21:16,21,1,Thursday,1,January,2015,The Spicy Italian Pizza,Supreme,S,12.5,1,12.5
65,01-01-2015 21:16,21,1,Thursday,1,January,2015,The Spinach Supreme Pizza,Supreme,M,16.5,1,16.5
66,01-01-2015 21:47,21,1,Thursday,1,January,2015,The Classic Deluxe Pizza,Classic,M,16,1,16
66,01-01-2015 21:47,21,1,Thursday,1,January,2015,The Italian Capocollo Pizza,Classic,M,16,1,16
67,01-01-2015 22:03,22,1,Thursday,1,January,2015,The Southwest Chicken Pizza,Chicken,L,20.75,1,20.75
68,01-01-2015 22:07,22,1,Thursday,1,January,2015,The Classic Deluxe Pizza,Classic,M,16,1,16
68,01-01-2015 22:07,22,1,Thursday,1,January,2015,The Italian Supreme Pizza,Supreme,L,20.75,1,20.75
68,01-01-2015 22:07,22,1,Thursday,1,January,2015,The Italian Supreme Pizza,Supreme,M,16.5,1,16.5
69,01-01-2015 22:12,22,1,Thursday,1,January,2015,The Barbecue Chicken Pizza,Chicken,L,20.75,1,20.75
70,02-01-2015 11:38,11,2,Friday,1,January,2015,The Italian Vegetables Pizza,Veggie,S,12.75,1,12.75
70,02-01-2015 11:38,11,2,Friday,1,January,2015,The Soppressata Pizza,Supreme,L,20.75,1,20.75
71,02-01-2015 11:40,11,2,Friday,1,January,2015,The Thai Chicken Pizza,Chicken,L,20.75,1,20.75
72,02-01-2015 11:57,11,2,Friday,1,January,2015,The Spinach and Feta Pizza,Veggie,L,20.25,1,20.25
73,02-01-2015 11:58,11,2,Friday,1,January,2015,The Thai Chicken Pizza,Chicken,S,12.75,1,12.75
74,02-01-2015 12:01,12,2,Friday,1,January,2015,The Five Cheese Pizza,Veggie,L,18.5,1,18.5
74,02-01-2015 12:01,12,2,Friday,1,January,2015,The Mexicana Pizza,Veggie,L,20.25,1,20.25
74,02-01-2015 12:01,12,2,Friday,1,January,2015,The Spinach Pesto Pizza,Veggie,S,12.5,1,12.5
74,02-01-2015 12:01,12,2,Friday,1,January,2015,The Spinach Supreme Pizza,Supreme,L,20.75,1,20.75
75,02-01-2015 12:10,12,2,Friday,1,January,2015,The Italian Supreme Pizza,Supreme,S,12.5,1,12.5
75,02-01-2015 12:10,12,2,Friday,1,January,2015,The Mediterranean Pizza,Veggie,L,20.25,1,20.25
75,02-01-2015 12:10,12,2,Friday,1,January,2015,The Napolitana Pizza,Classic,L,20.5,1,20.5
76,02-01-2015 12:21,12,2,Friday,1,January,2015,The Big Meat Pizza,Classic,S,12,1,12
76,02-01-2015 12:21,12,2,Friday,1,January,2015,The Hawaiian Pizza,Classic,L,16.5,1,16.5
76,02-01-2015 12:21,12,2,Friday,1,January,2015,The Italian Vegetables Pizza,Veggie,L,21,1,21
76,02-01-2015 12:21,12,2,Friday,1,January,2015,The Spicy Italian Pizza,Supreme,L,20.75,1,20.75
77,02-01-2015 12:22,12,2,Friday,1,January,2015,The Barbecue Chicken Pizza,Chicken,M,16.75,1,16.75
77,02-01-2015 12:22,12,2,Friday,1,January,2015,The Hawaiian Pizza,Classic,M,13.25,1,13.25
78,02-01-2015 12:28,12,2,Friday,1,January,2015,The Big Meat Pizza,Classic,S,12,1,12
78,02-01-2015 12:28,12,2,Friday,1,January,2015,The Classic Deluxe Pizza,Classic,S,12,1,12
78,02-01-2015 12:28,12,2,Friday,1,January,2015,The Four Cheese Pizza,Veggie,L,17.95,1,17.95
78,02-01-2015 12:28,12,2,Friday,1,January,2015,The Italian Capocollo Pizza,Classic,M,16,1,16
78,02-01-2015 12:28,12,2,Friday,1,January,2015,The Spicy Italian Pizza,Supreme,L,20.75,3,62.25
78,02-01-2015 12:28,12,2,Friday,1,January,2015,The Thai Chicken Pizza,Chicken,S,12.75,1,12.75
79,02-01-2015 12:29,12,2,Friday,1,January,2015,The Italian Capocollo Pizza,Classic,L,20.5,1,20.5
79,02-01-2015 12:29,12,2,Friday,1,January,2015,"The Pepperoni, Mushroom, and Peppers Pizza",Classic,S,11,1,11
79,02-01-2015 12:29,12,2,Friday,1,January,2015,The Thai Chicken Pizza,Chicken,L,20.75,1,20.75
80,02-01-2015 12:35,12,2,Friday,1,January,2015,The Pepperoni Pizza,Classic,S,9.75,1,9.75
80,02-01-2015 12:35,12,2,Friday,1,January,2015,The Thai Chicken Pizza,Chicken,M,16.75,1,16.75
81,02-01-2015 12:40,12,2,Friday,1,January,2015,The Thai Chicken Pizza,Chicken,L,20.75,1,20.75
82,02-01-2015 12:45,12,2,Friday,1,January,2015,The Big Meat Pizza,Classic,S,12,1,12
82,02-01-2015 12:45,12,2,Friday,1,January,2015,The California Chicken Pizza,Chicken,M,16.75,1,16.75
82,02-01-2015 12:45,12,2,Friday,1,January,2015,The Spicy Italian Pizza,Supreme,L,20.75,1,20.75
82,02-01-2015 12:45,12,2,Friday,1,January,2015,The Vegetables + Vegetables Pizza,Veggie,M,16,1,16
83,02-01-2015 12:53,12,2,Friday,1,January,2015,The Southwest Chicken Pizza,Chicken,S,12.75,1,12.75
84,02-01-2015 13:13,13,2,Friday,1,January,2015,The Pepperoni Pizza,Classic,L,15.25,1,15.25
85,02-01-2015 13:34,13,2,Friday,1,January,2015,The Classic Deluxe Pizza,Classic,M,16,1,16
85,02-01-2015 13:34,13,2,Friday,1,January,2015,The Classic Deluxe Pizza,Classic,S,12,1,12
85,02-01-2015 13:34,13,2,Friday,1,January,2015,The Italian Supreme Pizza,Supreme,L,20.75,1,20.75
85,02-01-2015 13:34,13,2,Friday,1,January,2015,The Greek Pizza,Classic,M,16,1,16
86,02-01-2015 13:40,13,2,Friday,1,January,2015,The Hawaiian Pizza,Classic,L,16.5,1,16.5
87,02-01-2015 14:01,14,2,Friday,1,January,2015,The Italian Capocollo Pizza,Classic,M,16,1,16
87,02-01-2015 14:01,14,2,Friday,1,January,2015,The Mexicana Pizza,Veggie,M,16,1,16
87,02-01-2015 14:01,14,2,Friday,1,January,2015,The Spinach Supreme Pizza,Supreme,L,20.75,1,20.75
87,02-01-2015 14:01,14,2,Friday,1,January,2015,The Spinach Supreme Pizza,Supreme,S,12.5,1,12.5
88,02-01-2015 14:10,14,2,Friday,1,January,2015,The Five Cheese Pizza,Veggie,L,18.5,1,18.5
89,02-01-2015 14:30,14,2,Friday,1,January,2015,The Soppressata Pizza,Supreme,L,20.75,1,20.75
89,02-01-2015 14:30,14,2,Friday,1,January,2015,The Thai Chicken Pizza,Chicken,L,20.75,1,20.75
90,02-01-2015 15:08,15,2,Friday,1,January,2015,The Sicilian Pizza,Supreme,L,20.25,1,20.25
90,02-01-2015 15:08,15,2,Friday,1,January,2015,The Thai Chicken Pizza,Chicken,S,12.75,1,12.75
91,02-01-2015 15:14,15,2,Friday,1,January,2015,The Barbecue Chicken Pizza,Chicken,L,20.75,2,41.5
91,02-01-2015 15:14,15,2,Friday,1,January,2015,The Chicken Pesto Pizza,Chicken,S,12.75,1,12.75
91,02-01-2015 15:14,15,2,Friday,1,January,2015,The Pepperoni Pizza,Classic,S,9.75,1,9.75
92,02-01-2015 15:17,15,2,Friday,1,January,2015,The Barbecue Chicken Pizza,Chicken,M,16.75,1,16.75
92,02-01-2015 15:17,15,2,Friday,1,January,2015,The Italian Supreme Pizza,Supreme,L,20.75,1,20.75
92,02-01-2015 15:17,15,2,Friday,1,January,2015,The Italian Supreme Pizza,Supreme,M,16.5,1,16.5
92,02-01-2015 15:17,15,2,Friday,1,January,2015,The Italian Vegetables Pizza,Veggie,S,12.75,1,12.75
92,02-01-2015 15:17,15,2,Friday,1,January,2015,The Pepperoni Pizza,Classic,M,12.5,1,12.5
92,02-01-2015 15:17,15,2,Friday,1,January,2015,The Pepper Salami Pizza,Supreme,M,16.5,1,16.5
92,02-01-2015 15:17,15,2,Friday,1,January,2015,The Spinach and Feta Pizza,Veggie,S,12,1,12
92,02-01-2015 15:17,15,2,Friday,1,January,2015,The Spinach Supreme Pizza,Supreme,S,12.5,1,12.5
92,02-01-2015 15:17,15,2,Friday,1,January,2015,The Greek Pizza,Classic,M,16,2,32
93,02-01-2015 15:29,15,2,Friday,1,January,2015,The Sicilian Pizza,Supreme,M,16.25,1,16.25
94,02-01-2015 16:17,16,2,Friday,1,January,2015,The Italian Capocollo Pizza,Classic,M,16,1,16
94,02-01-2015 16:17,16,2,Friday,1,January,2015,The Southwest Chicken Pizza,Chicken,S,12.75,1,12.75
95,02-01-2015 16:18,16,2,Friday,1,January,2015,The Napolitana Pizza,Classic,S,12,1,12
95,02-01-2015 16:18,16,2,Friday,1,January,2015,The Pepper Salami Pizza,Supreme,L,20.75,1,20.75
96,02-01-2015 16:21,16,2,Friday,1,January,2015,The Napolitana Pizza,Classic,S,12,1,12
97,02-01-2015 16:45,16,2,Friday,1,January,2015,The Big Meat Pizza,Classic,S,12,1,12
98,02-01-2015 17:18,17,2,Friday,1,January,2015,The Classic Deluxe Pizza,Classic,L,20.5,1,20.5
98,02-01-2015 17:18,17,2,Friday,1,January,2015,The Napolitana Pizza,Classic,L,20.5,1,20.5
99,02-01-2015 17:45,17,2,Friday,1,January,2015,The Italian Supreme Pizza,Supreme,L,20.75,1,20.75
100,02-01-2015 17:46,17,2,Friday,1,January,2015,The Hawaiian Pizza,Classic,L,16.5,1,16.5
101,02-01-2015 17:51,17,2,Friday,1,January,2015,The California Chicken Pizza,Chicken,L,20.75,1,20.75
101,02-01-2015 17:51,17,2,Friday,1,January,2015,The Pepperoni Pizza,Classic,L,15.25,1,15.25
101,02-01-2015 17:51,17,2,Friday,1,January,2015,The Soppressata Pizza,Supreme,L,20.75,1,20.75
101,02-01-2015 17:51,17,2,Friday,1,January,2015,The Spicy Italian Pizza,Supreme,M,16.5,1,16.5
102,02-01-2015 17:54,17,2,Friday,1,January,2015,The Barbecue Chicken Pizza,Chicken,S,12.75,1,12.75
102,02-01-2015 17:54,17,2,Friday,1,January,2015,The Prosciutto and Arugula Pizza,Supreme,S,12.5,1,12.5
103,02-01-2015 18:02,18,2,Friday,1,January,2015,The Spinach Supreme Pizza,Supreme,S,12.5,1,12.5
